,Mkt-Rf,SMB,HML,Rf
2000-10-31,-0.1667200104226102,0.057325291222024385,-0.024953199795602357,0.005701126498406817
2000-11-30,-0.015874286748582794,0.075116923569636,-0.04104969076154337,0.005669808440388113
2000-12-26,-0.014573784741870212,-0.14442375903721127,0.17240531406854795,0.005520900976184739
2001-01-31,0.21986740291809026,0.1426955330405894,-0.2536903871441573,0.004638165628538804
2001-02-28,-0.06901749294620306,0.10917337563354428,0.08163512237093387,0.004590634665871063
2001-03-30,-0.09989397295932773,0.0488882079044249,-0.00458037754867735,0.0049623002383452075
2001-04-30,0.09836251793838605,-0.030587838839166312,-0.0607419436072726,0.005112119881269139
2001-05-31,0.05552537711639475,-0.004170026993772016,0.09512661688617335,0.004748975107520925
2001-06-29,-0.03247352809468853,0.004081313106088172,0.07099751621598221,0.004654003787317951
2001-07-31,-0.09437541272395927,0.025648734615987517,-0.05052015348009428,0.004344663139834726
2001-08-31,0.0024199461285383172,-0.015072721743198871,0.0460008289180697,0.004153777442692519
2001-09-28,-0.12352135581838064,-0.046507683239321265,0.10816847478972477,0.0034905363507502507
2001-10-31,0.11747813770720524,0.10039852561238312,-0.13661704790253332,0.003706818930553135
2001-11-30,0.1930110183262319,-0.12716184384121126,0.052724423340614585,0.0042333616592649115
2001-12-28,0.07301327066873516,-0.04172608826299838,0.013806239374249157,0.004344663139834726
2002-01-31,0.07425489563172229,0.003357519124377234,0.11576551696471131,0.004121924319265169
2002-02-28,0.09217824373655743,-0.05196103708242414,0.01365830462181037,0.003962491756110298
2002-03-29,0.08781555521026402,0.009061728617426046,-0.05107878027036543,0.004368495814748519
2002-04-30,-0.06379217201676365,-0.029759442451937568,0.042703173048898674,0.004344663139834726
2002-05-31,-0.05891498603743438,0.058257437786416934,0.01818471625143698,0.004376438657516468
2002-06-28,-0.07178769572651897,-0.04890234257145658,0.045913305739903085,0.004384380809391963
2002-07-31,-0.03751398203265776,-0.008417202689803366,0.07312278411496861,0.00421745036527299
2002-08-30,0.021542998460665697,0.018610549193174415,-0.015047512527137711,0.004098027180359898
2002-09-30,-0.12631095202160086,-0.01661876387246841,0.045180682725556864,0.004121924319265169
2002-10-31,0.015191457776626227,0.01104436113567819,-0.01513957710636786,0.004145815203788983
2002-11-29,0.09586782907959004,-0.06138994382401192,-0.0001821299926041131,0.004113959301397019
2002-12-30,-0.13824109940589058,0.01871346939331424,-0.010062084070385807,0.004066154593528548
2003-01-30,-0.06066674967687898,0.004397814900610017,0.013874157238371612,0.0037947872834442897
2003-02-28,-0.031482762715484405,0.009169511303433658,0.01629108702129162,0.00372281948566644
2003-03-31,-0.07279883143631169,-0.0147754850014747,-0.0355144995735773,0.00375481218114615
2003-04-30,0.11517371313644534,-0.011028057224973992,0.018860073057726787,0.0036427886369352347
2003-05-30,0.05340251148078562,0.023734344519215647,0.009033629271277932,0.003442403844149622
2003-06-30,0.053996692276202955,-0.00519134343518788,-0.03852170120748587,0.0036427886369352347
2003-07-31,0.06165619809359736,-0.06097941011140402,0.009048883642465571,0.003410301391423509
2003-08-29,0.061004789838895276,-0.11236731021004343,0.10665128719803674,0.0033942459274463044
2003-09-30,-0.08489200361336212,0.02109015703070484,0.02065367365286286,0.003321961347044766
2003-10-31,0.11816444770521585,-0.12995408890269913,0.014367156317709039,0.0034664732719604796
2003-11-28,0.01390969009402121,-0.05522683893667777,0.09190519848399051,0.00375481218114615
2003-12-30,0.014446861837830973,-0.013511822619754373,0.036281271430646994,0.0038027802029136915
2004-01-30,0.04293064943803557,-0.04010623347443791,-0.025017965387297093,0.0036828128357737633
2004-02-27,0.03756024296432312,-0.03818860343279541,0.010379380470469837,0.0035947364110451296
2004-03-31,-0.006723664144047405,-0.02738149400150469,0.038499229076087466,0.0034183280638138136
2004-04-30,-0.023386781713594585,0.022105527912159344,0.016338408785248254,0.003329995796502061
2004-05-31,-0.07168473228838486,-0.007041864170062889,0.033495303859071804,0.0033058903246372395
2004-06-30,-0.02584093449228715,-0.021728828866841944,0.032697275982417146,0.0033862171355991677
2004-07-30,-0.0674686044592781,-0.018598097338631103,0.07595742512702763,0.0032657003754898994
2004-08-31,0.08991611137149373,-0.020097588992574328,-0.005436260990151862,0.002870898719076642
2004-09-30,0.0363621349055842,-0.0667308962064604,0.08528768618171255,0.0028628237165644332
2004-10-29,-0.0031056475940644175,-0.04870095496085415,0.07139765076169588,0.002806278663769479
2004-11-30,0.04906922583691794,-0.024117221056299654,0.07134186291099062,0.0027011732814758993
2004-12-30,0.017622944421522173,0.010711711668472889,-0.011589629330685676,0.002717351230255627
2005-01-31,0.03798023086572392,0.21829816722870438,-0.10925528013835636,0.003072541703255549
2005-02-28,0.08122298244664387,-0.00855440465917609,0.18518104687596698,0.0031128168457330574
2005-03-31,-0.048271667211032494,-0.01566401810526378,0.01248974541518913,0.00310476324014175
2005-04-29,-0.05929652387740753,0.008408877050607486,0.030863242842138386,0.0029838737241476565
2005-05-31,0.061716511565860346,0.03174113735456865,-0.0475633738972641,0.002927403719995114
2005-06-30,0.036002426245968666,0.024855598537610407,0.06890476373400005,0.0031128168457330574
2005-07-29,0.09919856166873964,0.041142270353879865,0.03422377275154366,0.003096708923229885
2005-08-31,-0.02836130884577678,-0.03673300512853786,0.009892551068559442,0.003201359597605702
2005-09-30,0.12351090843743753,0.007731973278977705,0.037625954398003564,0.0035787133767835044
2005-10-31,-0.05515751824602942,0.11506496852153267,0.007868822315627834,0.0036427886369352347
2005-11-30,0.11653728385458378,0.0745005867078553,-0.04191348239296844,0.0037708043235686883
2005-12-29,0.059336656360481146,-0.0364037292081045,-0.01764315365049071,0.003810772422352615
2006-01-31,0.011086043420072559,-0.06277922092265616,0.0213097639184606,0.0037468150587982585
