,Mkt-Rf,SMB,HML,RMW,CMA,Rf
2003-07-31,0.06165619809359736,-0.056463834104884515,0.009048883642465571,0.05359897706707192,-0.020597063236244335,0.003410301391423509
2003-08-29,0.061004789838895276,-0.07968239002074679,0.10665128719803674,0.04888395496689962,0.003090682582630351,0.0033942459274463044
2003-09-30,-0.08489200361336212,0.013335393029445523,0.02065367365286286,0.021345475370810177,0.020022938924369252,0.003321961347044766
2003-10-31,0.11816444770521585,-0.11824666714334696,0.014367156317709039,0.03293625324776604,-0.04563943577584742,0.0034664732719604796
2003-11-28,0.01390969009402121,-0.028518186626147423,0.09190519848399051,-0.013282006221214556,-0.0012207962858098928,0.00375481218114615
2003-12-30,0.014446861837830973,-0.004339215516669472,0.036281271430646994,0.06588280466197538,-0.007872810554055573,0.0038027802029136915
2004-01-30,0.04293064943803557,-0.06326446323253088,-0.025017965387297093,0.009961357076326352,-0.0012853917189783407,0.0036828128357737633
2004-02-27,0.03756024296432312,-0.029974797832463516,0.010379380470469837,0.037154586935746456,-0.019918360104297168,0.0035947364110451296
2004-03-31,-0.006723664144047405,-0.026858141260424812,0.038499229076087466,0.004682332353739863,-0.00926829264910579,0.0034183280638138136
2004-04-30,-0.023386781713594585,0.0403613990585093,0.016338408785248254,-0.010071772022409189,0.051973363263541614,0.003329995796502061
2004-05-31,-0.07168473228838486,-0.015216905924676533,0.033495303859071804,-0.003822427738771339,-0.0017172353317509575,0.0033058903246372395
2004-06-30,-0.02584093449228715,-0.02421307445649333,0.032697275982417146,-0.012139868810327935,-0.0036512803148301375,0.0033862171355991677
2004-07-30,-0.0674686044592781,0.0002621583873080753,0.07595742512702763,0.014730777625071995,0.028885664199380025,0.0032657003754898994
2004-08-31,0.08991611137149373,-0.02017563137162903,-0.005436260990151862,0.016471773738634163,-0.0031698078410861696,0.002870898719076642
2004-09-30,0.0363621349055842,-0.05566472556756693,0.08528768618171255,-0.015202082659052082,-0.016269923261595556,0.0028628237165644332
2004-10-29,-0.0031056475940644175,-0.026963833271255944,0.07139765076169588,0.021980834108181996,0.006769773704480151,0.002806278663769479
2004-11-30,0.04906922583691794,-0.00239762668389056,0.07134186291099062,0.017324785147372096,0.023665805146040747,0.0027011732814758993
2004-12-30,0.017622944421522173,0.00512492105737732,-0.011589629330685676,-0.005587870356677828,0.0138491238432095,0.002717351230255627
2005-01-31,0.03798023086572392,0.2195112025203273,-0.10925528013835636,-0.013134948601330215,-0.018997074508216333,0.003072541703255549
2005-02-28,0.08122298244664387,0.03204136529519961,0.18518104687596698,0.02700503275343294,-0.025730175096226715,0.0031128168457330574
2005-03-31,-0.048271667211032494,-0.01964466224672903,0.01248974541518913,-0.02871838114149245,-0.013595080627639262,0.00310476324014175
2005-04-29,-0.05929652387740753,0.011907220958961693,0.030863242842138386,-0.035000468422312664,-0.0030896343803394066,0.0029838737241476565
2005-05-31,0.061716511565860346,0.027037073282257424,-0.0475633738972641,-0.021643567763326002,0.017295461284692906,0.002927403719995114
2005-06-30,0.036002426245968666,0.05083210046053196,0.06890476373400005,0.0361184534406223,0.010556076482390084,0.0031128168457330574
2005-07-29,0.09919856166873964,0.05109439775720389,0.03422377275154366,-0.012432666746357957,0.036997773359709635,0.003096708923229885
2005-08-31,-0.02836130884577678,-0.04408907834558384,0.009892551068559442,0.025256659060550933,-0.05114466914876023,0.003201359597605702
2005-09-30,0.12351090843743753,0.019265811120963216,0.037625954398003564,0.04033450595746832,0.0033795770936255742,0.0035787133767835044
2005-10-31,-0.05515751824602942,0.126979063892236,0.007868822315627834,-0.022510850791754834,0.01679705666437076,0.0036427886369352347
2005-11-30,0.11653728385458378,0.08091876243277309,-0.04191348239296844,-0.046915392022747804,0.020168234917454397,0.0037708043235686883
2005-12-29,0.059336656360481146,-0.06024143571816595,-0.01764315365049071,-0.012994336286194797,0.051002975735826774,0.003810772422352615
2006-01-31,0.011086043420072559,-0.042962638773117234,0.0213097639184606,0.04442756514470661,0.016158040817652358,0.0037468150587982585
2006-02-28,-0.023896697742311897,0.010826838430999311,0.0015745938062068172,-0.0036998580027146977,0.010558400942523936,0.00372281948566644
2006-03-31,-0.012464498850491213,0.007548865882851231,0.03123178096043361,-0.00130985413896886,0.005701748124619977,0.00372281948566644
2006-04-28,0.040471430831504715,-0.012426435208860257,0.043833519457378595,0.0196024844283484,0.05280457692573354,0.00375481218114615
2006-05-30,-0.07557259622623609,-0.015724228113125568,0.03300086119395115,0.011779567380790945,-0.01099775127739544,0.003706818930553135
2006-06-30,-0.02104372350104608,-0.01285036182542889,-0.01821505200353847,0.04652758104748199,-0.020248621689109667,0.003930571797319926
2006-07-31,-0.0018450872261652836,-0.027592974308426207,0.019904814502681036,0.027229754706730044,-0.0057869185077138,0.003906624499840028
2006-08-31,0.03844243140305666,-0.011165883332647402,0.004817809152384396,0.016231466838319157,-0.0038148206408828295,0.0038746849921291737
2006-09-29,0.010030813134331627,0.038018666814708516,-0.0016535443378085171,-1.5427087805969242e-05,0.016548536464118642,0.0037708043235686883
2006-10-31,-0.008804931273709534,-0.012375065286963055,0.028912612278106237,0.03858821091819694,0.018339663913057018,0.0038027802029136915
2006-11-30,0.045653540180988,0.033942281731062285,0.07755112174855594,0.014861525946918232,0.03245478793913406,0.003930571797319926
2006-12-28,-0.0024632722071865247,-0.03600058226333214,0.051155360717652365,0.014894069697517259,0.006716662459757446,0.004034270873583212
2007-01-31,-0.055845723177459866,0.029633477694541093,0.03262327227998064,0.006717362610923122,-0.02093471494376567,0.004098027180359898
2007-02-28,0.03796722172582725,0.008724234245109137,-0.025205845656814645,-0.022095791439315858,0.02572631262020618,0.004018324836151166
